sentence,label
"Although tax reforms are imperative to improve government finances, such measures could even be counterproductive if 
not accompanied by efficient public expenditure 
reforms, as additional revenue from taxes could be allocated for inefficient public expenditure 
programmes due to lack of expenditure curtailment 
and rationalisation strategies.",Fiscal Policy
"A large fraction of government expenditure in Sri Lanka remains rigid in nature with a significant share of expenses allocated for salaries and wages, pension and 
subsidies, and interest payments.",Fiscal Policy
"However, 
the implementation of appropriate expenditure management techniques can create leeway for expenditure curtailment.",Fiscal Policy
"In preparation of the 
annual budget of the Government, traditional 
budgeting techniques, such as the incremental budgeting process,
5 need to be replaced by more 
effective counterparts, i.e., a zero-based budgeting6  
mechanism, which would enable the Government to 
identify unnecessary and less productive activities 
and eliminate such expenses, while allocating 
scarce resources to meet the pressing needs of the economy, thereby paving way for growth and development.",Fiscal Policy
"While some attempts have already 
5 In the incremental budgeting process, the previous year’s budget is considered as the 
base and adjustments are made to this base by adding certain percentages mainly on an arbitrary basis to maintain the current level of operations.",Fiscal Policy
"6 Zero-based budgeting is a budgeting technique in which all expenses must be justified for a new period or year starting from zero, versus starting with the previous budget and adjusting it as needed.been taken by the Government to implement  
zero-based budgeting techniques, concerted efforts 
are needed to effectively adopt and implement 
this budgeting process, especially by training the 
staff of spending agencies, who contribute to the 
preparation of government budgets.",Fiscal Policy
"Further, in lieu of imposing a blanket approach to the curtailment 
of expenditure of all spending agencies, measures 
should be implemented with due consideration to 
the priority of each economic activity within the 
development agenda, its resource requirements, and resource availability.",Fiscal Policy
"A customised and  
case-by-case assessment is required when implementing expenditure rationalisation in order 
to ensure that effective spending agencies receive 
the required resources, while inefficient ones 
are required to assess their effectiveness and 
adopt rationalisation measures.",Fiscal Policy
"Meanwhile, the 
prioritisation of capital expenditure based on ‘value 
for money’ and the importance of the projects within the development agenda are key to ensure the 
effective allocation of funds for capital expenditure 
projects.",Fiscal Policy
"Therefore, improved budgeting techniques  
and rational resource allocation will be pivotal in achieving a primary balance surplus by the Government in the medium term in line with the  
IMF-EFF programme parameters.",Fiscal Policy
"Energy security in the country was challenged 
by the recent economic crisis, underscoring 
the need to address inefficiencies in the energy 
sector.",GDP Growth
"Reflecting the poor resilience of the energy 
sector to external shocks and limited diversification of energy generation despite the vast potential, 
provisioning of electricity and other energy services 
was largely disrupted in 2022, leading to an energy crisis with long power outages and severe fuel 
shortages, thereby affecting economic activity.",GDP Growth
"Although hydropower remains the most cost effective 
source of power generation, Sri Lanka’s larger 
reliance on hydropower generation continues to be a concern in terms of sustainability of electricity",Monetary Policy
"44
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1provisioning with its extreme susceptibility to climatic 
dynamics.",Monetary Policy
"Further, the power generation is also heavily exposed to volatilities in global energy prices with its high reliance on imported thermal power sources of coal and petroleum products.",Monetary Policy
"Despite the numerous efforts to expand the share of  
Non-Conventional Renewable Energy (NCRE) for power generation, private investors in the renewable energy sector continued to grapple with numerous challenges, such as difficulties in obtaining approvals from multiple institutions, environment impact concerns as well as the absence of regular revisions in feed in tariff systems, thereby hindering the private sector led expansion in the NCRE sector.",Monetary Policy
